order_date,product_name,category,region,quantity,sales,profit
2022-10-17,Smartphone,Electronics,East,1,593.0,133.01
2022-10-18,Headphones,Accessories,North,1,987.0,207.69
2022-10-18,Smartwatch,Electronics,West,8,8768.0,1065.8
2022-10-18,Camera,Electronics,West,1,354.0,65.99
2022-10-19,Smartwatch,Electronics,North,9,5202.0,1271.47
2022-10-19,Keyboard,Accessories,South,8,7864.0,1615.58
2022-10-19,Keyboard,Accessories,East,1,750.0,37.97
2022-10-20,Laptop,Electronics,West,2,2362.0,342.27
2022-10-20,Camera,Electronics,South,2,1924.0,422.25
2022-10-20,Tablet,Electronics,North,2,746.0,170.75
2022-10-20,Laptop,Electronics,East,6,1398.0,180.88
2022-10-20,Mouse,Accessories,North,3,2982.0,452.22
2022-10-20,Mouse,Accessories,North,6,4056.0,815.1
2022-10-20,Smartphone,Electronics,West,8,4240.0,519.72
2022-10-20,Laptop,Electronics,North,3,1950.0,116.12
2022-10-20,Printer,Office,West,1,98.0,28.57
2022-10-21,Printer,Office,West,8,1376.0,152.1
2022-10-21,Laptop,Electronics,East,8,9304.0,1855.7
2022-10-21,Smartphone,Electronics,North,9,9360.0,910.35
2022-10-21,Monitor,Accessories,West,1,312.0,43.01
2022-10-21,Monitor,Accessories,South,2,1046.0,273.38
2022-10-22,Smartwatch,Electronics,South,9,6435.0,1096.88
2022-10-22,Smartphone,Electronics,East,8,6056.0,1029.9
2022-10-22,Laptop,Electronics,West,5,4405.0,1247.86
2022-10-22,Smartwatch,Electronics,East,8,1280.0,131.56
2022-10-23,Monitor,Accessories,South,5,2180.0,400.01
2022-10-23,Keyboard,Accessories,South,7,7672.0,896.11
2022-10-23,Mouse,Accessories,North,7,5957.0,1077.86
2022-10-23,Keyboard,Accessories,West,9,10035.0,1486.3
2022-10-23,Smartphone,Electronics,South,3,987.0,97.01
2022-10-24,Tablet,Electronics,West,4,1004.0,240.13
2022-10-24,Smartwatch,Electronics,South,7,4270.0,1197.44
2022-10-24,Mouse,Accessories,West,6,3186.0,841.04
2022-10-25,Tablet,Electronics,South,5,4170.0,658.98
2022-10-25,Keyboard,Accessories,North,3,2400.0,297.07
2022-10-26,Headphones,Accessories,West,6,2640.0,668.12
2022-10-27,Printer,Office,West,3,3186.0,527.75
2022-10-27,Laptop,Electronics,North,4,4048.0,641.23
2022-10-28,Printer,Office,East,9,1260.0,246.6
2022-10-28,Smartwatch,Electronics,East,1,498.0,38.67
2022-10-29,Keyboard,Accessories,East,3,1263.0,368.46
2022-10-29,Smartphone,Electronics,East,6,480.0,131.08
2022-10-29,Mouse,Accessories,West,4,2536.0,148.85
2022-10-29,Printer,Office,South,1,668.0,94.08
2022-10-30,Tablet,Electronics,North,6,6402.0,1366.28
2022-10-30,Smartphone,Electronics,East,6,3288.0,249.02
2022-10-31,Monitor,Accessories,North,5,3570.0,517.82
2022-10-31,Tablet,Electronics,South,5,620.0,62.49
2022-11-01,Tablet,Electronics,East,1,120.0,9.43
2022-11-01,Monitor,Accessories,East,5,5180.0,726.62
2022-11-01,Smartwatch,Electronics,South,7,2324.0,611.7
2022-11-01,Camera,Electronics,North,3,2859.0,404.56
2022-11-02,Headphones,Accessories,South,5,2025.0,295.13
2022-11-02,Tablet,Electronics,South,8,408.0,83.16
2022-11-02,Printer,Office,West,5,265.0,53.21
2022-11-03,Tablet,Electronics,West,7,2506.0,537.98
2022-11-03,Monitor,Accessories,South,5,1350.0,198.19
2022-11-03,Keyboard,Accessories,West,9,2817.0,432.67
2022-11-04,Printer,Office,South,5,4750.0,1179.56
2022-11-04,Smartphone,Electronics,West,7,1400.0,80.49
2022-11-04,Smartwatch,Electronics,West,8,6488.0,1845.07
2022-11-04,Smartwatch,Electronics,South,6,5580.0,394.03
2022-11-04,Monitor,Accessories,West,7,3619.0,827.39
2022-11-04,Headphones,Accessories,South,8,9224.0,514.06
2022-11-05,Tablet,Electronics,East,7,4669.0,1088.15
2022-11-05,Smartwatch,Electronics,South,4,2008.0,451.68
2022-11-06,Tablet,Electronics,South,7,4466.0,763.14
2022-11-06,Keyboard,Accessories,North,7,1274.0,317.92
2022-11-06,Keyboard,Accessories,South,1,711.0,158.89
2022-11-07,Laptop,Electronics,East,9,4860.0,1425.54
2022-11-07,Tablet,Electronics,East,6,3396.0,987.68
2022-11-07,Headphones,Accessories,East,4,3168.0,939.45
2022-11-07,Smartphone,Electronics,North,2,744.0,110.81
2022-11-07,Smartphone,Electronics,West,8,544.0,40.78
2022-11-07,Keyboard,Accessories,North,5,365.0,94.05
2022-11-08,Tablet,Electronics,West,5,3415.0,496.48
2022-11-09,Printer,Office,East,6,3222.0,846.27
2022-11-10,Smartwatch,Electronics,West,2,1200.0,191.43
2022-11-10,Printer,Office,South,9,7452.0,1259.82
2022-11-10,Monitor,Accessories,East,6,6522.0,502.98
2022-11-11,Mouse,Accessories,South,9,657.0,109.39
2022-11-11,Smartphone,Electronics,East,1,1131.0,304.62
2022-11-12,Smartphone,Electronics,North,1,636.0,42.4
2022-11-12,Smartwatch,Electronics,North,4,2200.0,484.33
2022-11-12,Laptop,Electronics,West,4,4196.0,655.29
2022-11-13,Smartphone,Electronics,West,1,954.0,48.97
2022-11-13,Mouse,Accessories,West,3,375.0,107.26
2022-11-13,Tablet,Electronics,East,2,952.0,112.39
2022-11-14,Keyboard,Accessories,West,8,9296.0,1556.05
2022-11-14,Monitor,Accessories,West,7,8176.0,2308.76
2022-11-14,Tablet,Electronics,South,1,1179.0,159.42
2022-11-14,Laptop,Electronics,West,9,2493.0,696.69
2022-11-15,Headphones,Accessories,West,4,3616.0,745.75
2022-11-15,Tablet,Electronics,West,1,1178.0,182.76
2022-11-16,Headphones,Accessories,South,3,2025.0,403.0
2022-11-16,Keyboard,Accessories,South,9,10629.0,2843.54
2022-11-16,Smartphone,Electronics,North,5,590.0,52.55
2022-11-17,Printer,Office,East,2,124.0,27.42
2022-11-17,Smartwatch,Electronics,West,7,595.0,148.5
2022-11-17,Smartwatch,Electronics,South,9,7182.0,461.61
2022-11-18,Laptop,Electronics,South,7,1477.0,367.22
2022-11-18,Keyboard,Accessories,East,8,5784.0,1276.57
2022-11-19,Keyboard,Accessories,East,4,1516.0,256.96
2022-11-19,Smartphone,Electronics,North,9,7146.0,2125.44
2022-11-19,Smartwatch,Electronics,East,1,379.0,42.24
2022-11-19,Monitor,Accessories,East,4,1080.0,204.95
2022-11-20,Smartphone,Electronics,North,4,3640.0,695.31
2022-11-21,Mouse,Accessories,North,2,2344.0,385.19
2022-11-21,Headphones,Accessories,South,2,1242.0,191.82
2022-11-21,Laptop,Electronics,West,8,664.0,126.6
2022-11-22,Headphones,Accessories,South,2,1210.0,268.37
2022-11-22,Mouse,Accessories,South,6,2940.0,609.99
2022-11-22,Tablet,Electronics,East,4,1360.0,373.59
2022-11-23,Smartphone,Electronics,East,9,6102.0,947.91
2022-11-23,Headphones,Accessories,South,3,3546.0,490.28
2022-11-24,Smartwatch,Electronics,South,6,3504.0,980.7
2022-11-24,Monitor,Accessories,West,9,6993.0,1945.56
2022-11-24,Camera,Electronics,South,7,3444.0,607.44
2022-11-24,Laptop,Electronics,East,1,735.0,139.31
2022-11-25,Headphones,Accessories,South,5,4680.0,516.26
2022-11-26,Headphones,Accessories,North,9,7992.0,1979.53
2022-11-26,Keyboard,Accessories,East,9,1467.0,372.17
2022-11-26,Headphones,Accessories,East,1,307.0,80.19
2022-11-26,Smartphone,Electronics,West,1,877.0,110.99
2022-11-27,Headphones,Accessories,North,1,1030.0,190.47
2022-11-27,Mouse,Accessories,East,7,1197.0,106.53
2022-11-27,Mouse,Accessories,West,6,3660.0,1079.0
2022-11-28,Mouse,Accessories,South,2,1446.0,403.89
2022-11-28,Headphones,Accessories,South,4,2500.0,467.34
2022-11-28,Laptop,Electronics,South,8,3136.0,494.26
2022-11-28,Smartwatch,Electronics,West,9,5382.0,1037.04
2022-11-29,Smartwatch,Electronics,South,5,1570.0,312.81
2022-11-29,Smartphone,Electronics,South,9,4527.0,677.34
2022-11-30,Mouse,Accessories,East,2,630.0,144.14
2022-11-30,Printer,Office,West,7,2471.0,566.51
2022-11-30,Headphones,Accessories,West,2,2018.0,227.75
2022-12-01,Tablet,Electronics,North,2,1298.0,239.45
2022-12-01,Laptop,Electronics,West,8,9512.0,663.23
2022-12-02,Laptop,Electronics,East,7,945.0,75.21
2022-12-02,Mouse,Accessories,East,4,2580.0,669.67
2022-12-02,Monitor,Accessories,North,5,490.0,55.59
2022-12-03,Smartphone,Electronics,East,8,5496.0,1104.93
2022-12-03,Smartphone,Electronics,South,1,325.0,46.84
2022-12-03,Tablet,Electronics,West,2,702.0,112.04
2022-12-04,Headphones,Accessories,South,9,8667.0,781.78
2022-12-04,Laptop,Electronics,South,8,2584.0,568.77
2022-12-04,Headphones,Accessories,East,6,5298.0,1209.88
2022-12-05,Headphones,Accessories,North,6,5628.0,1033.15
2022-12-05,Smartphone,Electronics,West,5,390.0,27.77
2022-12-05,Laptop,Electronics,North,3,3024.0,622.29
2022-12-05,Keyboard,Accessories,South,1,361.0,58.8
2022-12-06,Headphones,Accessories,South,7,462.0,56.89
2022-12-06,Laptop,Electronics,North,1,290.0,61.14
2022-12-06,Keyboard,Accessories,West,7,6552.0,635.09
2022-12-06,Smartphone,Electronics,North,2,1614.0,331.3
2022-12-07,Smartphone,Electronics,West,4,3732.0,468.6
2022-12-07,Tablet,Electronics,North,8,4064.0,543.9
2022-12-07,Mouse,Accessories,East,6,2742.0,334.48
2022-12-08,Camera,Electronics,North,6,3822.0,388.34
2022-12-09,Headphones,Accessories,South,1,355.0,26.8
2022-12-09,Printer,Office,North,2,212.0,13.4
2022-12-09,Headphones,Accessories,South,3,1392.0,345.78
2022-12-10,Tablet,Electronics,West,5,3380.0,287.05
2022-12-10,Mouse,Accessories,East,5,4350.0,688.77
2022-12-10,Printer,Office,South,9,7029.0,1005.58
2022-12-11,Camera,Electronics,West,7,5572.0,690.68
2022-12-11,Smartphone,Electronics,South,5,950.0,61.9
2022-12-12,Keyboard,Accessories,North,6,5232.0,1270.64
2022-12-12,Printer,Office,West,3,936.0,201.24
2022-12-14,Monitor,Accessories,West,8,6968.0,1226.22
2022-12-14,Tablet,Electronics,South,1,400.0,45.16
2022-12-14,Camera,Electronics,South,7,7518.0,1655.91
2022-12-14,Printer,Office,South,3,2523.0,506.7
2022-12-14,Mouse,Accessories,South,9,7875.0,1243.56
2022-12-14,Keyboard,Accessories,North,2,794.0,128.5
2022-12-14,Keyboard,Accessories,North,9,4221.0,1238.6
2022-12-15,Mouse,Accessories,North,1,564.0,164.5
2022-12-15,Laptop,Electronics,East,5,660.0,90.86
2022-12-15,Monitor,Accessories,East,4,2436.0,142.81
2022-12-15,Camera,Electronics,East,3,447.0,58.4
2022-12-15,Printer,Office,East,6,4464.0,1122.37
2022-12-16,Monitor,Accessories,North,7,7812.0,1478.43
2022-12-17,Smartwatch,Electronics,East,3,1242.0,206.74
2022-12-17,Keyboard,Accessories,South,4,2108.0,375.62
2022-12-17,Tablet,Electronics,East,4,2940.0,566.36
2022-12-17,Smartphone,Electronics,East,5,1365.0,310.66
2022-12-18,Smartphone,Electronics,South,4,4056.0,768.81
2022-12-18,Laptop,Electronics,West,2,1562.0,119.56
2022-12-18,Camera,Electronics,East,8,7528.0,1283.07
2022-12-19,Camera,Electronics,West,7,6937.0,1753.02
2022-12-19,Tablet,Electronics,South,8,3488.0,943.25
2022-12-19,Smartwatch,Electronics,South,3,432.0,36.84
2022-12-20,Smartwatch,Electronics,West,6,6792.0,1787.97
2022-12-21,Monitor,Accessories,West,7,6384.0,734.79
2022-12-21,Printer,Office,North,4,1016.0,269.88
2022-12-21,Smartphone,Electronics,East,1,393.0,41.05
2022-12-22,Camera,Electronics,East,2,1986.0,208.88
2022-12-22,Tablet,Electronics,West,6,6324.0,629.2
2022-12-23,Tablet,Electronics,North,6,5940.0,318.72
2022-12-23,Smartphone,Electronics,North,8,4096.0,266.35
2022-12-23,Headphones,Accessories,West,1,1086.0,161.05
2022-12-23,Mouse,Accessories,North,3,2004.0,467.76
2022-12-24,Smartwatch,Electronics,West,2,1158.0,227.61
2022-12-24,Printer,Office,West,8,7072.0,2113.06
2022-12-25,Monitor,Accessories,South,2,1234.0,257.89
2022-12-25,Mouse,Accessories,North,5,3730.0,864.41
2022-12-26,Monitor,Accessories,West,5,3170.0,868.34
2022-12-26,Printer,Office,North,6,2910.0,173.45
2022-12-27,Tablet,Electronics,South,6,3048.0,823.36
2022-12-27,Keyboard,Accessories,North,1,163.0,22.07
2022-12-28,Camera,Electronics,North,1,1163.0,115.09
2022-12-29,Camera,Electronics,West,9,7083.0,560.88
2022-12-29,Mouse,Accessories,East,6,1404.0,368.36
2022-12-30,Headphones,Accessories,North,8,5432.0,1619.39
2022-12-31,Mouse,Accessories,South,9,3186.0,583.24
2022-12-31,Headphones,Accessories,North,7,3941.0,1113.85
2023-01-01,Keyboard,Accessories,West,5,1405.0,194.33
2023-01-01,Camera,Electronics,South,5,4470.0,526.96
2023-01-01,Smartphone,Electronics,West,2,1514.0,180.67
2023-01-01,Printer,Office,West,9,5904.0,1440.45
2023-01-02,Mouse,Accessories,South,9,1773.0,168.01
2023-01-02,Laptop,Electronics,West,9,9315.0,1808.68
2023-01-02,Laptop,Electronics,West,4,3216.0,213.81
2023-01-03,Printer,Office,North,4,544.0,67.84
2023-01-03,Mouse,Accessories,East,4,316.0,77.13
2023-01-03,Camera,Electronics,West,6,696.0,100.78
2023-01-03,Monitor,Accessories,South,9,6588.0,1800.9
2023-01-03,Laptop,Electronics,East,9,2655.0,701.11
2023-01-03,Camera,Electronics,North,9,9180.0,2752.84
2023-01-04,Printer,Office,West,6,6924.0,1693.77
2023-01-05,Laptop,Electronics,East,9,8136.0,1923.89
2023-01-06,Camera,Electronics,East,4,4416.0,1081.53
2023-01-06,Printer,Office,South,6,5658.0,1504.97
2023-01-06,Smartwatch,Electronics,South,1,563.0,46.96
2023-01-06,Keyboard,Accessories,East,3,372.0,57.51
2023-01-07,Camera,Electronics,West,5,5440.0,457.04
2023-01-08,Laptop,Electronics,North,6,1092.0,63.98
2023-01-08,Headphones,Accessories,East,4,3280.0,826.94
2023-01-08,Monitor,Accessories,North,7,5131.0,368.11
2023-01-08,Monitor,Accessories,West,2,828.0,50.07
2023-01-08,Camera,Electronics,North,7,6853.0,1259.03
2023-01-08,Camera,Electronics,South,5,905.0,70.91
2023-01-09,Tablet,Electronics,West,3,2130.0,510.69
2023-01-09,Headphones,Accessories,West,1,1055.0,88.61
2023-01-09,Printer,Office,West,4,1116.0,242.31
2023-01-10,Smartphone,Electronics,East,4,1932.0,472.91
2023-01-10,Smartwatch,Electronics,North,4,4476.0,977.6
2023-01-11,Headphones,Accessories,North,8,3832.0,741.44
2023-01-11,Camera,Electronics,North,5,1580.0,166.16
2023-01-11,Keyboard,Accessories,West,4,3732.0,671.19
2023-01-11,Keyboard,Accessories,East,6,2262.0,442.86
2023-01-12,Camera,Electronics,East,8,9392.0,2651.84
2023-01-12,Laptop,Electronics,South,5,3985.0,824.4
2023-01-12,Smartwatch,Electronics,North,3,2727.0,554.46
2023-01-13,Smartwatch,Electronics,South,6,810.0,108.61
2023-01-13,Mouse,Accessories,West,7,5327.0,950.7
2023-01-13,Camera,Electronics,West,3,1722.0,203.04
2023-01-13,Tablet,Electronics,West,1,853.0,97.5
2023-01-13,Smartphone,Electronics,West,6,7014.0,1202.25
2023-01-13,Smartphone,Electronics,East,6,2478.0,153.86
2023-01-13,Printer,Office,North,5,2860.0,339.0
2023-01-13,Mouse,Accessories,East,7,7966.0,955.8
2023-01-13,Smartwatch,Electronics,West,2,1644.0,189.32
2023-01-14,Mouse,Accessories,South,9,7938.0,1191.41
2023-01-14,Headphones,Accessories,North,4,1664.0,190.82
2023-01-14,Laptop,Electronics,East,3,426.0,50.8
2023-01-14,Smartphone,Electronics,South,6,4872.0,612.73
2023-01-15,Monitor,Accessories,East,7,7420.0,1107.31
2023-01-16,Monitor,Accessories,South,8,928.0,170.05
2023-01-16,Tablet,Electronics,South,5,2435.0,688.82
2023-01-16,Laptop,Electronics,North,3,513.0,132.56
2023-01-16,Camera,Electronics,West,9,6876.0,1895.24
2023-01-16,Smartphone,Electronics,North,8,8896.0,1154.96
2023-01-17,Printer,Office,East,2,1042.0,86.24
2023-01-17,Mouse,Accessories,South,9,3411.0,444.87
2023-01-17,Printer,Office,North,3,1674.0,435.95
2023-01-17,Printer,Office,North,5,3765.0,670.8
2023-01-18,Headphones,Accessories,West,7,4312.0,1088.34
2023-01-18,Smartphone,Electronics,North,7,3038.0,570.98
2023-01-20,Smartwatch,Electronics,East,2,1026.0,64.51
2023-01-21,Tablet,Electronics,North,1,607.0,33.77
2023-01-21,Printer,Office,South,5,3235.0,941.24
2023-01-21,Smartwatch,Electronics,South,9,2718.0,195.97
2023-01-21,Mouse,Accessories,North,4,2972.0,827.46
2023-01-21,Camera,Electronics,East,2,2084.0,586.72
2023-01-22,Monitor,Accessories,South,2,1706.0,184.71
2023-01-22,Camera,Electronics,East,6,4542.0,1169.16
2023-01-22,Printer,Office,North,6,4146.0,966.79
2023-01-22,Smartphone,Electronics,North,4,1740.0,224.79
2023-01-23,Laptop,Electronics,North,4,952.0,264.61
2023-01-23,Mouse,Accessories,South,2,266.0,20.11
2023-01-23,Monitor,Accessories,East,5,575.0,47.35
2023-01-24,Laptop,Electronics,North,5,2410.0,636.83
2023-01-24,Mouse,Accessories,West,7,4487.0,688.76
2023-01-24,Headphones,Accessories,South,5,2820.0,737.68
2023-01-25,Keyboard,Accessories,West,4,4152.0,317.28
2023-01-25,Printer,Office,North,8,6936.0,1156.52
2023-01-25,Laptop,Electronics,South,5,2365.0,667.61
2023-01-26,Smartphone,Electronics,East,7,7238.0,1597.03
2023-01-26,Headphones,Accessories,North,3,1830.0,183.62
2023-01-27,Printer,Office,North,5,5960.0,1139.78
2023-01-27,Printer,Office,West,4,1256.0,362.22
2023-01-27,Laptop,Electronics,East,9,6345.0,1627.26
2023-01-27,Smartwatch,Electronics,East,6,396.0,89.51
2023-01-27,Laptop,Electronics,West,6,5448.0,963.82
2023-01-28,Smartwatch,Electronics,West,9,10206.0,592.77
2023-01-28,Headphones,Accessories,North,1,426.0,93.83
2023-01-28,Smartphone,Electronics,East,7,3955.0,1144.76
2023-01-28,Tablet,Electronics,East,1,169.0,22.99
2023-01-28,Camera,Electronics,East,6,2562.0,612.36
2023-01-30,Smartphone,Electronics,South,6,5604.0,615.07
2023-01-30,Mouse,Accessories,West,3,1791.0,122.5
2023-01-31,Monitor,Accessories,East,3,2964.0,446.54
2023-01-31,Mouse,Accessories,West,9,8172.0,1296.29
2023-01-31,Keyboard,Accessories,West,2,1512.0,298.73
2023-01-31,Printer,Office,West,3,828.0,210.33
2023-01-31,Smartphone,Electronics,West,6,1578.0,82.85
2023-02-01,Mouse,Accessories,West,3,3348.0,331.28
2023-02-01,Mouse,Accessories,East,6,4944.0,758.46
2023-02-01,Mouse,Accessories,West,5,3350.0,986.33
2023-02-01,Smartwatch,Electronics,North,7,5509.0,1648.74
2023-02-01,Headphones,Accessories,West,7,1624.0,436.13
2023-02-01,Smartphone,Electronics,North,8,4824.0,1187.93
2023-02-02,Mouse,Accessories,East,4,1560.0,461.15
2023-02-02,Laptop,Electronics,South,9,10620.0,2946.93
2023-02-02,Printer,Office,West,9,7524.0,2017.85
2023-02-02,Printer,Office,South,1,914.0,270.74
2023-02-02,Mouse,Accessories,North,5,2735.0,483.2
2023-02-03,Smartphone,Electronics,North,8,7664.0,1251.65
2023-02-03,Printer,Office,North,4,3864.0,717.45
2023-02-03,Mouse,Accessories,North,7,4676.0,242.64
2023-02-03,Smartwatch,Electronics,East,6,648.0,62.25
2023-02-03,Camera,Electronics,West,5,845.0,69.35
2023-02-03,Monitor,Accessories,South,4,2836.0,698.83
2023-02-04,Smartwatch,Electronics,East,7,6041.0,776.09
2023-02-04,Smartwatch,Electronics,East,2,1378.0,183.1
2023-02-04,Smartphone,Electronics,West,6,1956.0,434.03
2023-02-05,Printer,Office,South,4,2440.0,410.86
2023-02-05,Laptop,Electronics,West,5,4325.0,1023.39
2023-02-05,Smartphone,Electronics,East,9,6903.0,837.35
2023-02-05,Smartwatch,Electronics,North,4,508.0,37.94
2023-02-06,Camera,Electronics,East,7,5159.0,755.22
2023-02-07,Keyboard,Accessories,East,3,2412.0,468.27
2023-02-07,Headphones,Accessories,South,4,3252.0,713.46
2023-02-07,Smartwatch,Electronics,West,8,7072.0,1983.42
2023-02-07,Tablet,Electronics,North,2,1212.0,151.07
2023-02-07,Printer,Office,South,7,3528.0,260.06
2023-02-07,Mouse,Accessories,South,5,5295.0,1375.98
2023-02-08,Camera,Electronics,South,7,5621.0,1390.73
2023-02-08,Headphones,Accessories,South,2,1574.0,196.84
2023-02-09,Mouse,Accessories,West,8,6232.0,499.63
2023-02-09,Keyboard,Accessories,North,4,1088.0,283.61
2023-02-09,Camera,Electronics,West,2,1958.0,227.77
2023-02-10,Camera,Electronics,West,3,225.0,20.52
2023-02-10,Mouse,Accessories,South,8,7520.0,995.03
2023-02-10,Printer,Office,East,4,1440.0,130.24
2023-02-10,Camera,Electronics,West,7,5355.0,1143.16
2023-02-11,Monitor,Accessories,North,5,5155.0,356.43
2023-02-11,Tablet,Electronics,South,2,2212.0,145.75
2023-02-11,Printer,Office,South,7,2443.0,661.21
2023-02-11,Keyboard,Accessories,East,6,6432.0,807.94
2023-02-11,Laptop,Electronics,North,2,330.0,66.57
2023-02-12,Camera,Electronics,North,6,1836.0,508.81
2023-02-13,Mouse,Accessories,West,4,864.0,251.99
2023-02-13,Smartwatch,Electronics,East,2,2334.0,158.07
2023-02-13,Headphones,Accessories,West,1,307.0,60.51
2023-02-14,Smartwatch,Electronics,East,3,1533.0,440.88
2023-02-14,Keyboard,Accessories,East,6,6900.0,1109.73
2023-02-15,Monitor,Accessories,North,4,4064.0,771.16
2023-02-15,Printer,Office,West,7,3185.0,765.41
2023-02-15,Monitor,Accessories,West,5,1350.0,321.9
2023-02-16,Smartphone,Electronics,South,3,582.0,48.08
2023-02-16,Tablet,Electronics,East,2,858.0,73.49
2023-02-16,Monitor,Accessories,West,7,8162.0,443.81
2023-02-16,Mouse,Accessories,East,1,849.0,205.88
2023-02-16,Keyboard,Accessories,West,2,1068.0,85.71
2023-02-18,Smartphone,Electronics,East,7,5516.0,1475.67
2023-02-19,Tablet,Electronics,North,2,1874.0,333.86
2023-02-19,Smartphone,Electronics,South,4,3152.0,307.62
2023-02-19,Camera,Electronics,South,3,3126.0,710.14
2023-02-20,Camera,Electronics,South,3,1770.0,366.58
2023-02-20,Printer,Office,West,2,2286.0,218.18
2023-02-20,Smartphone,Electronics,North,5,4005.0,226.09
2023-02-21,Laptop,Electronics,East,9,9225.0,2526.27
2023-02-21,Headphones,Accessories,West,9,7776.0,677.74
2023-02-21,Laptop,Electronics,South,5,880.0,255.9
2023-02-21,Smartphone,Electronics,West,5,475.0,76.22
2023-02-22,Laptop,Electronics,West,3,867.0,58.2
2023-02-23,Printer,Office,West,6,4266.0,357.51
2023-02-23,Laptop,Electronics,South,2,120.0,7.74
2023-02-24,Laptop,Electronics,West,6,3096.0,277.68
2023-02-24,Keyboard,Accessories,South,8,7968.0,1551.12
2023-02-24,Keyboard,Accessories,North,8,5312.0,841.13
2023-02-24,Monitor,Accessories,South,6,3888.0,275.72
2023-02-24,Laptop,Electronics,North,4,2108.0,576.48
2023-02-24,Headphones,Accessories,East,6,5358.0,568.34
2023-02-25,Tablet,Electronics,North,9,8973.0,471.86
2023-02-26,Tablet,Electronics,South,8,3896.0,735.66
2023-02-26,Laptop,Electronics,West,5,4445.0,580.15
2023-02-26,Camera,Electronics,West,5,2025.0,414.42
2023-02-26,Printer,Office,North,8,6792.0,1125.23
2023-02-27,Keyboard,Accessories,North,6,2508.0,480.48
2023-02-27,Smartwatch,Electronics,West,6,1350.0,356.88
2023-02-27,Monitor,Accessories,West,8,5384.0,724.8
2023-02-28,Monitor,Accessories,West,7,5047.0,915.75
2023-03-01,Headphones,Accessories,South,6,3048.0,842.24
2023-03-01,Tablet,Electronics,East,4,3028.0,685.23
2023-03-01,Headphones,Accessories,South,3,1785.0,93.17
2023-03-01,Tablet,Electronics,North,1,797.0,65.27
2023-03-02,Printer,Office,North,9,5904.0,1152.23
2023-03-02,Monitor,Accessories,West,8,9056.0,1860.37
2023-03-02,Smartphone,Electronics,West,2,1132.0,290.56
2023-03-02,Monitor,Accessories,South,1,617.0,145.37
2023-03-03,Tablet,Electronics,West,5,2595.0,774.2
2023-03-03,Mouse,Accessories,South,2,2134.0,269.53
2023-03-03,Keyboard,Accessories,North,7,3829.0,876.35
2023-03-04,Mouse,Accessories,West,1,312.0,40.47
2023-03-04,Laptop,Electronics,East,4,944.0,176.56
2023-03-04,Printer,Office,West,2,146.0,15.48
2023-03-04,Printer,Office,West,4,1100.0,100.02
2023-03-05,Laptop,Electronics,East,9,4158.0,672.32
2023-03-05,Printer,Office,South,3,1446.0,278.94
2023-03-06,Tablet,Electronics,South,6,5952.0,971.53
2023-03-06,Printer,Office,South,8,4696.0,410.03
2023-03-06,Tablet,Electronics,North,7,6804.0,1383.81
2023-03-07,Monitor,Accessories,West,6,3750.0,645.69
2023-03-07,Camera,Electronics,South,8,2624.0,294.24
2023-03-07,Laptop,Electronics,West,6,4302.0,276.35
2023-03-07,Camera,Electronics,South,1,846.0,103.3
2023-03-07,Smartphone,Electronics,East,1,464.0,66.26
2023-03-08,Laptop,Electronics,West,1,589.0,158.85
2023-03-08,Smartphone,Electronics,East,2,2042.0,501.34
2023-03-08,Camera,Electronics,North,2,2134.0,119.89
2023-03-09,Smartwatch,Electronics,West,3,1488.0,382.09
2023-03-10,Printer,Office,North,9,7281.0,396.28
2023-03-10,Headphones,Accessories,South,1,365.0,50.1
2023-03-10,Headphones,Accessories,West,9,1899.0,501.4
2023-03-10,Monitor,Accessories,North,5,3350.0,389.95
2023-03-11,Camera,Electronics,West,4,1956.0,125.69
2023-03-11,Keyboard,Accessories,West,7,4347.0,712.79
2023-03-12,Smartwatch,Electronics,East,6,3324.0,466.78
2023-03-12,Smartphone,Electronics,East,2,1180.0,261.16
2023-03-13,Headphones,Accessories,East,9,2223.0,347.01
2023-03-13,Printer,Office,East,6,3576.0,1033.3
2023-03-13,Tablet,Electronics,North,4,4556.0,315.07
2023-03-13,Printer,Office,North,5,1850.0,346.4
2023-03-13,Camera,Electronics,South,8,1088.0,160.33
2023-03-14,Tablet,Electronics,East,7,5572.0,385.82
2023-03-14,Headphones,Accessories,East,8,4200.0,854.89
2023-03-14,Camera,Electronics,East,4,4692.0,409.07
2023-03-14,Laptop,Electronics,West,1,879.0,149.52
2023-03-14,Tablet,Electronics,South,7,1421.0,248.02
2023-03-15,Printer,Office,South,5,3025.0,172.43
2023-03-15,Printer,Office,West,9,1764.0,322.11
2023-03-15,Tablet,Electronics,South,2,344.0,80.87
2023-03-15,Monitor,Accessories,West,6,2490.0,720.06
2023-03-16,Tablet,Electronics,South,9,9423.0,2794.89
2023-03-17,Keyboard,Accessories,North,1,947.0,77.21
2023-03-17,Smartwatch,Electronics,South,9,8712.0,1034.27
2023-03-17,Keyboard,Accessories,North,3,2118.0,321.05
2023-03-17,Printer,Office,West,3,1893.0,508.8
2023-03-17,Smartwatch,Electronics,South,9,5751.0,1196.23
2023-03-17,Tablet,Electronics,West,6,606.0,127.68
2023-03-17,Smartphone,Electronics,South,5,5930.0,1193.32
2023-03-17,Tablet,Electronics,West,8,1184.0,148.69
2023-03-18,Camera,Electronics,North,3,2805.0,749.5
2023-03-18,Keyboard,Accessories,North,3,1644.0,158.32
